Segment;Country; Product ; Discount Band ;Units Sold; Manufacturing Price ; Sale Price ; Gross Sales ; Discounts ; Sales ; COGS ; Profit ;Date;Month Number; Month Name ;Year
Individual;France;Road; High ;3198;$ 492,00;$ 713,40;$ 2.281.453,20;$ 570.363,30;$ 1.711.089,90;$ 1.652.086,80;$ 59.003,10;2/1/2017;1; January ;2017
Public Sector;France;Road; Low ;3091;$ 492,00;$ 713,40;$ 2.205.119,40;$ 220.511,94;$ 1.984.607,46;$ 1.596.810,60;$ 387.796,86;5/4/2017;4; April ;2017
Public Sector;Germany;Road; Low ;3080;$ 492,00;$ 713,40;$ 2.197.272,00;$ 219.727,20;$ 1.977.544,80;$ 1.591.128,00;$ 386.416,80;5/4/2017;4; April ;2017
Small Business;Germany;Road; Medium ;3035;$ 492,00;$ 713,40;$ 2.165.169,00;$ 433.033,80;$ 1.732.135,20;$ 1.567.881,00;$ 164.254,20;5/7/2017;7; July ;2017
Public Sector;Germany;Road; Low ;2373;$ 492,00;$ 713,40;$ 1.692.898,20;$ 169.289,82;$ 1.523.608,38;$ 1.225.891,80;$ 297.716,58;7/6/2017;6; June ;2017
Public Sector;Germany;Road; Medium ;2326;$ 492,00;$ 713,40;$ 1.659.368,40;$ 331.873,68;$ 1.327.494,72;$ 1.201.611,60;$ 125.883,12;5/6/2017;6; June ;2017
Public Sector;Germany;Road; Low ;2302;$ 492,00;$ 713,40;$ 1.642.246,80;$ 164.224,68;$ 1.478.022,12;$ 1.189.213,20;$ 288.808,92;5/3/2017;3; March ;2017
Individual;Germany;Road; Medium ;2289;$ 492,00;$ 713,40;$ 1.632.972,60;$ 326.594,52;$ 1.306.378,08;$ 1.182.497,40;$ 123.880,68;5/1/2017;1; January ;2017
Public Sector;Germany;Road; Medium ;2266;$ 492,00;$ 713,40;$ 1.616.564,40;$ 323.312,88;$ 1.293.251,52;$ 1.170.615,60;$ 122.635,92;5/8/2017;8; August ;2017
Individual;France;Road; High ;2261;$ 492,00;$ 713,40;$ 1.612.997,40;$ 403.249,35;$ 1.209.748,05;$ 1.168.032,60;$ 41.715,45;2/5/2017;5; May ;2017
Corporate;Germany;Road; None ;2257;$ 492,00;$ 713,40;$ 1.610.143,80;    ;$ 1.610.143,80;$ 1.165.966,20;$ 444.177,60;5/8/2017;8; August ;2017
Public Sector;France;Road; High ;2244;$ 492,00;$ 713,40;$ 1.600.869,60;$ 400.217,40;$ 1.200.652,20;$ 1.159.250,40;$ 41.401,80;2/9/2017;9; September ;2017
Corporate;Germany;Road; Medium ;2204;$ 492,00;$ 713,40;$ 1.572.333,60;$ 314.466,72;$ 1.257.866,88;$ 1.138.586,40;$ 119.280,48;5/5/2017;5; May ;2017
Public Sector;Germany;Road; High ;2132;$ 492,00;$ 713,40;$ 1.520.968,80;$ 380.242,20;$ 1.140.726,60;$ 1.101.391,20;$ 39.335,40;5/11/2017;11; November ;2017
Public Sector;Germany;Road; Low ;2117;$ 492,00;$ 713,40;$ 1.510.267,80;$ 151.026,78;$ 1.359.241,02;$ 1.093.642,20;$ 265.598,82;5/9/2017;9; September ;2017
Public Sector;Germany;Road; High ;2106;$ 492,00;$ 713,40;$ 1.502.420,40;$ 375.605,10;$ 1.126.815,30;$ 1.087.959,60;$ 38.855,70;2/6/2017;6; June ;2017
Individual;Germany;Road; Medium ;2102;$ 492,00;$ 713,40;$ 1.499.566,80;$ 299.913,36;$ 1.199.653,44;$ 1.085.893,20;$ 113.760,24;5/4/2017;4; April ;2017
Small Business;Germany;Road; High ;2059;$ 492,00;$ 713,40;$ 1.468.890,60;$ 367.222,65;$ 1.101.667,95;$ 1.063.679,40;$ 37.988,55;2/11/2017;11; November ;2017
Small Business;Germany;Road; High ;2029;$ 492,00;$ 713,40;$ 1.447.488,60;$ 361.872,15;$ 1.085.616,45;$ 1.048.181,40;$ 37.435,05;2/11/2017;11; November ;2017
Small Business;Germany;Road; High ;1968;$ 492,00;$ 713,40;$ 1.403.971,20;$ 350.992,80;$ 1.052.978,40;$ 1.016.668,80;$ 36.309,60;2/7/2017;7; July ;2017
Corporate;Germany;Road; High ;1950;$ 492,00;$ 713,40;$ 1.391.130,00;$ 347.782,50;$ 1.043.347,50;$ 1.007.370,00;$ 35.977,50;5/8/2017;8; August ;2017
Retail Partner;Sweden;Road; Medium ;1945;$ 492,00;$ 713,40;$ 1.387.563,00;$ 277.512,60;$ 1.110.050,40;$ 1.004.787,00;$ 105.263,40;5/5/2017;5; May ;2017
Public Sector;Germany;Road; Medium ;1870;$ 492,00;$ 713,40;$ 1.334.058,00;$ 266.811,60;$ 1.067.246,40;$ 966.042,00;$ 101.204,40;2/7/2017;7; July ;2017
Small Business;Germany;Road; High ;1835;$ 492,00;$ 713,40;$ 1.309.089,00;$ 327.272,25;$ 981.816,75;$ 947.961,00;$ 33.855,75;2/7/2017;7; July ;2017
Public Sector;France;Road; Low ;1742;$ 492,00;$ 713,40;$ 1.242.742,80;$ 124.274,28;$ 1.118.468,52;$ 899.917,20;$ 218.551,32;7/6/2017;6; June ;2017
Retail Partner;Germany;Road; None ;1729;$ 492,00;$ 713,40;$ 1.233.468,60;    ;$ 1.233.468,60;$ 893.201,40;$ 340.267,20;5/3/2017;3; March ;2017
Small Business;Norway;Road; High ;1724;$ 492,00;$ 713,40;$ 1.229.901,60;$ 307.475,40;$ 922.426,20;$ 890.618,40;$ 31.807,80;5/5/2017;5; May ;2017
Corporate;France;Road; Low ;1716;$ 492,00;$ 713,40;$ 1.224.194,40;$ 122.419,44;$ 1.101.774,96;$ 886.485,60;$ 215.289,36;2/7/2017;7; July ;2017
Corporate;Germany;Road; Medium ;1688;$ 492,00;$ 713,40;$ 1.204.219,20;$ 240.843,84;$ 963.375,36;$ 872.020,80;$ 91.354,56;5/9/2017;9; September ;2017
Public Sector;Sweden;Road; Low ;1674;$ 492,00;$ 713,40;$ 1.194.231,60;$ 119.423,16;$ 1.074.808,44;$ 864.788,40;$ 210.020,04;5/11/2017;11; November ;2017
Corporate;Germany;Road; Medium ;1670;$ 492,00;$ 713,40;$ 1.191.378,00;$ 238.275,60;$ 953.102,40;$ 862.722,00;$ 90.380,40;5/9/2017;9; September ;2017
Public Sector;France;Road; Medium ;1661;$ 492,00;$ 713,40;$ 1.184.957,40;$ 236.991,48;$ 947.965,92;$ 858.072,60;$ 89.893,32;7/6/2017;6; June ;2017
Corporate;Sweden;Road; Low ;1607;$ 492,00;$ 713,40;$ 1.146.433,80;$ 114.643,38;$ 1.031.790,42;$ 830.176,20;$ 201.614,22;5/3/2017;3; March ;2017
Public Sector;France;Road; Medium ;1581;$ 492,00;$ 713,40;$ 1.127.885,40;$ 225.577,08;$ 902.308,32;$ 816.744,60;$ 85.563,72;7/6/2017;6; June ;2017
Retail Partner;France;Road; Medium ;1574;$ 492,00;$ 713,40;$ 1.122.891,60;$ 224.578,32;$ 898.313,28;$ 813.128,40;$ 85.184,88;5/3/2017;3; March ;2017
Corporate;Germany;Road; High ;1533;$ 492,00;$ 713,40;$ 1.093.642,20;$ 273.410,55;$ 820.231,65;$ 791.947,80;$ 28.283,85;5/12/2017;12; December ;2017
Public Sector;Sweden;Road; High ;1446;$ 492,00;$ 713,40;$ 1.031.576,40;$ 257.894,10;$ 773.682,30;$ 747.003,60;$ 26.678,70;2/11/2017;11; November ;2017
Corporate;France;Road; None ;1443;$ 492,00;$ 713,40;$ 1.029.436,20;    ;$ 1.029.436,20;$ 745.453,80;$ 283.982,40;5/2/2017;2; February ;2017
Small Business;France;Road; Medium ;1327;$ 492,00;$ 713,40;$ 946.681,80;$ 189.336,36;$ 757.345,44;$ 685.528,20;$ 71.817,24;5/7/2017;7; July ;2017
Corporate;Finland;Road; High ;1277;$ 492,00;$ 713,40;$ 911.011,80;$ 227.752,95;$ 683.258,85;$ 659.698,20;$ 23.560,65;5/9/2017;9; September ;2017
Public Sector;Sweden;Road; Medium ;1266;$ 492,00;$ 713,40;$ 903.164,40;$ 180.632,88;$ 722.531,52;$ 654.015,60;$ 68.515,92;5/8/2017;8; August ;2017
Public Sector;France;Road; Medium ;1263;$ 492,00;$ 713,40;$ 901.024,20;$ 180.204,84;$ 720.819,36;$ 652.465,80;$ 68.353,56;5/8/2017;8; August ;2017
Corporate;Norway;Road; High ;1260;$ 492,00;$ 713,40;$ 898.884,00;$ 224.721,00;$ 674.163,00;$ 650.916,00;$ 23.247,00;2/2/2017;2; February ;2017
Public Sector;Germany;Road; Low ;1253;$ 492,00;$ 713,40;$ 893.890,20;$ 89.389,02;$ 804.501,18;$ 647.299,80;$ 157.201,38;5/3/2017;3; March ;2017
Retail Partner;Germany;Road; None ;1236;$ 492,00;$ 713,40;$ 881.762,40;    ;$ 881.762,40;$ 638.517,60;$ 243.244,80;5/6/2017;6; June ;2017
Individual;Germany;Road; Medium ;1224;$ 492,00;$ 713,40;$ 873.201,60;$ 174.640,32;$ 698.561,28;$ 632.318,40;$ 66.242,88;5/5/2017;5; May ;2017
Public Sector;Norway;Road; Medium ;1198;$ 492,00;$ 713,40;$ 854.653,20;$ 170.930,64;$ 683.722,56;$ 618.886,80;$ 64.835,76;5/1/2017;1; January ;2017
Public Sector;France;Road; Medium ;1197;$ 492,00;$ 713,40;$ 853.939,80;$ 170.787,96;$ 683.151,84;$ 618.370,20;$ 64.781,64;5/1/2017;1; January ;2017
Public Sector;Norway;Road; None ;1194;$ 492,00;$ 713,40;$ 851.799,60;    ;$ 851.799,60;$ 616.820,40;$ 234.979,20;5/1/2017;1; January ;2017
Retail Partner;Finland;Road; Low ;1172;$ 492,00;$ 713,40;$ 836.104,80;$ 83.610,48;$ 752.494,32;$ 605.455,20;$ 147.039,12;5/3/2017;3; March ;2017
Public Sector;Finland;Road; Medium ;1137;$ 492,00;$ 713,40;$ 811.135,80;$ 162.227,16;$ 648.908,64;$ 587.374,20;$ 61.534,44;5/12/2017;12; December ;2017
Public Sector;Norway;Road; High ;1116;$ 492,00;$ 713,40;$ 796.154,40;$ 199.038,60;$ 597.115,80;$ 576.525,60;$ 20.590,20;2/7/2017;7; July ;2017
Small Business;Finland;Road; Medium ;1098;$ 492,00;$ 713,40;$ 783.313,20;$ 156.662,64;$ 626.650,56;$ 567.226,80;$ 59.423,76;5/12/2017;12; December ;2017
Public Sector;Norway;Road; Medium ;1066;$ 492,00;$ 713,40;$ 760.484,40;$ 152.096,88;$ 608.387,52;$ 550.695,60;$ 57.691,92;5/11/2017;11; November ;2017
Public Sector;Germany;Road; Medium ;1046;$ 492,00;$ 713,40;$ 746.216,40;$ 149.243,28;$ 596.973,12;$ 540.363,60;$ 56.609,52;5/1/2017;1; January ;2017
Public Sector;Sweden;Road; Medium ;1015;$ 492,00;$ 713,40;$ 724.101,00;$ 144.820,20;$ 579.280,80;$ 524.349,00;$ 54.931,80;5/10/2017;10; October ;2017
Individual;Sweden;Road; Medium ;1010;$ 492,00;$ 713,40;$ 720.534,00;$ 144.106,80;$ 576.427,20;$ 521.766,00;$ 54.661,20;5/5/2017;5; May ;2017
Small Business;Germany;Road; Medium ;1000;$ 492,00;$ 713,40;$ 713.400,00;$ 142.680,00;$ 570.720,00;$ 516.600,00;$ 54.120,00;5/12/2017;12; December ;2017
Small Business;France;Road; Medium ;977;$ 492,00;$ 713,40;$ 696.991,80;$ 139.398,36;$ 557.593,44;$ 504.718,20;$ 52.875,24;5/3/2017;3; March ;2017
Public Sector;France;Road; High ;952;$ 492,00;$ 713,40;$ 679.156,80;$ 169.789,20;$ 509.367,60;$ 491.803,20;$ 17.564,40;5/1/2017;1; January ;2017
Public Sector;Sweden;Road; Medium ;908;$ 492,00;$ 713,40;$ 647.767,20;$ 129.553,44;$ 518.213,76;$ 469.072,80;$ 49.140,96;5/3/2017;3; March ;2017
Retail Partner;Norway;Road; Low ;867;$ 492,00;$ 713,40;$ 618.517,80;$ 61.851,78;$ 556.666,02;$ 447.892,20;$ 108.773,82;5/12/2017;12; December ;2017
Retail Partner;France;Road; Low ;844;$ 492,00;$ 713,40;$ 602.109,60;$ 60.210,96;$ 541.898,64;$ 436.010,40;$ 105.888,24;5/1/2017;1; January ;2017
Public Sector;France;Road; Medium ;826;$ 492,00;$ 713,40;$ 589.268,40;$ 117.853,68;$ 471.414,72;$ 426.711,60;$ 44.703,12;5/12/2017;12; December ;2017
Retail Partner;Germany;Road; High ;810;$ 492,00;$ 713,40;$ 577.854,00;$ 144.463,50;$ 433.390,50;$ 418.446,00;$ 14.944,50;2/12/2017;12; December ;2017
Public Sector;Germany;Road; None ;805;$ 492,00;$ 713,40;$ 574.287,00;    ;$ 574.287,00;$ 415.863,00;$ 158.424,00;5/6/2017;6; June ;2017
Public Sector;Germany;Road; Medium ;801;$ 492,00;$ 713,40;$ 571.433,40;$ 114.286,68;$ 457.146,72;$ 413.796,60;$ 43.350,12;5/8/2017;8; August ;2017
Public Sector;Finland;Road; High ;789;$ 492,00;$ 713,40;$ 562.872,60;$ 140.718,15;$ 422.154,45;$ 407.597,40;$ 14.557,05;2/10/2017;10; October ;2017
Corporate;Sweden;Road; Medium ;762;$ 492,00;$ 713,40;$ 543.610,80;$ 108.722,16;$ 434.888,64;$ 393.649,20;$ 41.239,44;5/2/2017;2; February ;2017
Corporate;Sweden;Road; Low ;738;$ 492,00;$ 713,40;$ 526.489,20;$ 52.648,92;$ 473.840,28;$ 381.250,80;$ 92.589,48;5/8/2017;8; August ;2017
Retail Partner;Finland;Road; High ;731;$ 492,00;$ 713,40;$ 521.495,40;$ 130.373,85;$ 391.121,55;$ 377.634,60;$ 13.486,95;2/12/2017;12; December ;2017
Public Sector;Norway;Road; High ;724;$ 492,00;$ 713,40;$ 516.501,60;$ 129.125,40;$ 387.376,20;$ 374.018,40;$ 13.357,80;2/10/2017;10; October ;2017
Corporate;Finland;Road; Medium ;689;$ 492,00;$ 713,40;$ 491.532,60;$ 98.306,52;$ 393.226,08;$ 355.937,40;$ 37.288,68;5/10/2017;10; October ;2017
Small Business;France;Road; High ;682;$ 492,00;$ 713,40;$ 486.538,80;$ 121.634,70;$ 364.904,10;$ 352.321,20;$ 12.582,90;5/12/2017;12; December ;2017
Corporate;Germany;Road; Low ;647;$ 492,00;$ 713,40;$ 461.569,80;$ 46.156,98;$ 415.412,82;$ 334.240,20;$ 81.172,62;5/10/2017;10; October ;2017
Corporate;Germany;Road; Medium ;646;$ 492,00;$ 713,40;$ 460.856,40;$ 92.171,28;$ 368.685,12;$ 333.723,60;$ 34.961,52;5/2/2017;2; February ;2017
Individual;Finland;Road; High ;632;$ 492,00;$ 713,40;$ 450.868,80;$ 112.717,20;$ 338.151,60;$ 326.491,20;$ 11.660,40;5/1/2017;1; January ;2017
Public Sector;Finland;Road; Low ;589;$ 492,00;$ 713,40;$ 420.192,60;$ 42.019,26;$ 378.173,34;$ 304.277,40;$ 73.895,94;5/9/2017;9; September ;2017
Corporate;France;Road; Medium ;563;$ 492,00;$ 713,40;$ 401.644,20;$ 80.328,84;$ 321.315,36;$ 290.845,80;$ 30.469,56;5/10/2017;10; October ;2017
Individual;Germany;Road; High ;545;$ 492,00;$ 713,40;$ 388.803,00;$ 97.200,75;$ 291.602,25;$ 281.547,00;$ 10.055,25;5/1/2017;1; January ;2017
Corporate;Finland;Road; Low ;530;$ 492,00;$ 713,40;$ 378.102,00;$ 37.810,20;$ 340.291,80;$ 273.798,00;$ 66.493,80;5/10/2017;10; October ;2017
Corporate;France;Road; High ;530;$ 492,00;$ 713,40;$ 378.102,00;$ 94.525,50;$ 283.576,50;$ 273.798,00;$ 9.778,50;2/9/2017;9; September ;2017
Individual;Germany;Road; High ;528;$ 492,00;$ 713,40;$ 376.675,20;$ 94.168,80;$ 282.506,40;$ 272.764,80;$ 9.741,60;2/9/2017;9; September ;2017
Individual;Norway;Road; High ;524;$ 492,00;$ 713,40;$ 373.821,60;$ 93.455,40;$ 280.366,20;$ 270.698,40;$ 9.667,80;2/9/2017;9; September ;2017
Public Sector;France;Road; Low ;511;$ 492,00;$ 713,40;$ 364.547,40;$ 36.454,74;$ 328.092,66;$ 263.982,60;$ 64.110,06;5/11/2017;11; November ;2017
Public Sector;France;Road; High ;511;$ 492,00;$ 713,40;$ 364.547,40;$ 91.136,85;$ 273.410,55;$ 263.982,60;$ 9.427,95;5/7/2017;7; July ;2017
Small Business;Norway;Road; Medium ;508;$ 492,00;$ 713,40;$ 362.407,20;$ 72.481,44;$ 289.925,76;$ 262.432,80;$ 27.492,96;5/12/2017;12; December ;2017
Public Sector;Norway;Road; Medium ;487;$ 492,00;$ 713,40;$ 347.425,80;$ 69.485,16;$ 277.940,64;$ 251.584,20;$ 26.356,44;5/8/2017;8; August ;2017
Public Sector;Finland;Road; High ;485;$ 492,00;$ 713,40;$ 345.999,00;$ 86.499,75;$ 259.499,25;$ 250.551,00;$ 8.948,25;2/4/2017;4; April ;2017
Retail Partner;Norway;Road; High ;483;$ 492,00;$ 713,40;$ 344.572,20;$ 86.143,05;$ 258.429,15;$ 249.517,80;$ 8.911,35;5/1/2017;1; January ;2017
Public Sector;Finland;Road; Medium ;482;$ 492,00;$ 713,40;$ 343.858,80;$ 68.771,76;$ 275.087,04;$ 249.001,20;$ 26.085,84;5/1/2017;1; January ;2017
Retail Partner;Sweden;Road; Medium ;478;$ 492,00;$ 713,40;$ 341.005,20;$ 68.201,04;$ 272.804,16;$ 246.934,80;$ 25.869,36;5/3/2017;3; March ;2017
Public Sector;Germany;Road; Medium ;470;$ 492,00;$ 713,40;$ 335.298,00;$ 67.059,60;$ 268.238,40;$ 242.802,00;$ 25.436,40;5/12/2017;12; December ;2017
Corporate;Sweden;Road; Medium ;454;$ 492,00;$ 713,40;$ 323.883,60;$ 64.776,72;$ 259.106,88;$ 234.536,40;$ 24.570,48;5/9/2017;9; September ;2017
Individual;Finland;Road; Medium ;444;$ 492,00;$ 713,40;$ 316.749,60;$ 63.349,92;$ 253.399,68;$ 229.370,40;$ 24.029,28;5/1/2017;1; January ;2017
Public Sector;Finland;Road; Medium ;438;$ 492,00;$ 713,40;$ 312.469,20;$ 62.493,84;$ 249.975,36;$ 226.270,80;$ 23.704,56;5/11/2017;11; November ;2017
Public Sector;Norway;Road; Low ;435;$ 492,00;$ 713,40;$ 310.329,00;$ 31.032,90;$ 279.296,10;$ 224.721,00;$ 54.575,10;5/12/2017;12; December ;2017
Individual;Germany;Road; High ;408;$ 492,00;$ 713,40;$ 291.067,20;$ 72.766,80;$ 218.300,40;$ 210.772,80;$ 7.527,60;5/4/2017;4; April ;2017
Retail Partner;Norway;Road; High ;400;$ 492,00;$ 713,40;$ 285.360,00;$ 71.340,00;$ 214.020,00;$ 206.640,00;$ 7.380,00;2/3/2017;3; March ;2017
Retail Partner;Germany;Road; High ;378;$ 492,00;$ 713,40;$ 269.665,20;$ 67.416,30;$ 202.248,90;$ 195.274,80;$ 6.974,10;2/10/2017;10; October ;2017
Retail Partner;Norway;Road; High ;328;$ 492,00;$ 713,40;$ 233.995,20;$ 58.498,80;$ 175.496,40;$ 169.444,80;$ 6.051,60;2/10/2017;10; October ;2017
Small Business;France;Road; Medium ;309;$ 492,00;$ 713,40;$ 220.440,60;$ 44.088,12;$ 176.352,48;$ 159.629,40;$ 16.723,08;5/11/2017;11; November ;2017
Individual;Sweden;Road; High ;307;$ 492,00;$ 713,40;$ 219.013,80;$ 54.753,45;$ 164.260,35;$ 158.596,20;$ 5.664,15;2/1/2017;1; January ;2017
Public Sector;Norway;Road; Low ;290;$ 492,00;$ 713,40;$ 206.886,00;$ 20.688,60;$ 186.197,40;$ 149.814,00;$ 36.383,40;5/5/2017;5; May ;2017
Corporate;Sweden;Road; None ;276;$ 492,00;$ 713,40;$ 196.898,40;    ;$ 196.898,40;$ 142.581,60;$ 54.316,80;5/10/2017;10; October ;2017
Public Sector;Norway;Road; High ;275;$ 492,00;$ 713,40;$ 196.185,00;$ 49.046,25;$ 147.138,75;$ 142.065,00;$ 5.073,75;2/10/2017;10; October ;2017
Small Business;Sweden;Road; High ;215;$ 492,00;$ 713,40;$ 153.381,00;$ 38.345,25;$ 115.035,75;$ 111.069,00;$ 3.966,75;2/10/2017;10; October ;2017
Individual;Norway;Road; Medium ;196;$ 492,00;$ 713,40;$ 139.826,40;$ 27.965,28;$ 111.861,12;$ 101.253,60;$ 10.607,52;5/5/2017;5; May ;2017
Public Sector;Germany;Road; High ;193;$ 492,00;$ 713,40;$ 137.686,20;$ 34.421,55;$ 103.264,65;$ 99.703,80;$ 3.560,85;5/10/2017;10; October ;2017
